rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,total_purchase,total_plays,total_play_hours,list_of_users_ids_for_the_game
4664,Lord of the Rings: The Third Age,XB,2004,Role-Playing,Electronic Arts,,,0,,,,,,
4696,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009,Fighting,Namco Bandai Games,0,0,,0,,,,,
5035,Final Fantasy Adventure,GB,1991,Role-Playing,SquareSoft,0,0,,0,,,,,
5163,The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,,,0,,,,,,
6049,Pirates of the Caribbean,XB,2003,Role-Playing,Ubisoft,,,0,,,,,,
6089,World of Warcraft: Legion,PC,2016,Role-Playing,Activision,,,0,,,,,,
6794,Madden NFL 13,WiiU,2012,Sports,Electronic Arts,,0,0,,,,,,
7180,Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,,0,,,,,,,
7384,Robotech: Battlecry,XB,N/A,Shooter,Unknown,,,0,,,,,,
7864,Puyo Puyo Sun 64,N64,1997,Puzzle,Compile,0,0,,,,,,,
7887,Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,,,0,,,,,,
8013,NBA Live 08,Wii,2007,Sports,Electronic Arts,,0,0,,,,,,
8291,Hello Kitty: Happy Party Pals,GBA,2005,Misc,THQ,,,0,0,,,,,
8489,Thor: God of Thunder,Wii,2011,Action,Sega,,,0,,,,,,
8610,Ener-G Horse Riders,DS,2008,Sports,Ubisoft,,,0,,,,,,
8614,Shinobido 2: Tales of the Ninja,PSV,2011,Action,Sony Computer Entertainment,,,,,,,,,
8755,Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,,,,,,,,,
9030,Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008,Role-Playing,Namco Bandai Games,0,0,,0,,,,,
9244,Puyo Puyo!! 20th Anniversary,DS,2011,Puzzle,Sega,0,0,,0,,,,,
9371,Transformers: Devastation,XOne,2015,Action,Activision,,,0,,,,,,
10102,Stronghold Kingdoms,PC,2011,Strategy,DTP Entertainment,0,,0,,,105.0,47,4703.1,"196188671,58345543,51558260,40212239,192742937,285596456,157314597,176771895,157636450,176354321,287465432,86912006,113196318,85643975,45030250,183450002,242039522,150751526,204795948,158136791,293376584,158510672,115996656,217852939,157338877,157235483,182229935,197904909,63808332,156818121,210905793,248444377,212210746,194970068,219466905,75368808,298446224,20464587,161007736,196223620,187062190,100642975,119211545,147563118,145512685,246439849,164296368,115487966,132732817,216088282,182399789,141721383,199628395,101803777,165779930,212570211,14544587,248757796,174137629,243711507,66090440,99374297,78332414,81591317,155718820,73726855,221958385,211315837,103890656,182835747,98561727,2083767,46055854,168163793,74897172,150137344,176448305,84455820,189734107,102263723,67729331,169902951,102295765,237036035,117488479,237857246,87071236,242345802,210339458,50095094,66052983,245314153,55751308,129300430,230967602,95181268,115167911,155881626,166863117,86469479,203765587,287713950,188713427,30246419,205641661"
10450,Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0,0,,0,,,,,
11092,Prinny: Can I Really Be the Hero?,PSP,2008,Platform,Tecmo Koei,,,,,,,,,
11473,Knights Contract,X360,2011,Action,Namco Bandai Games,,,0,,,,,,
11488,Line Rider 2: Unbound,DS,2008,Puzzle,Deep Silver,,0,0,,,,,,
11789,Record of Agarest War,PS3,2007,Role-Playing,Ghostlight,0,,,,,,,,
12136,Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,,0,0,,,,,,
12678,Real Soccer 2009,DS,2008,Sports,Ubisoft,,0,0,0,,,,,
12751,Tom Clancy's Rainbow Six: Critical Hour,XB,N/A,Shooter,Unknown,,,0,0,,,,,
13110,Winter Sports 2011,PS3,2011,Sports,DTP Entertainment,0,,0,,,,,,
13141,"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,,,0,,,,,,
13265,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,,,0,0,,,,,
13438,Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0,,0,0,,,,,
13754,Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0,0,,0,,,,,
14187,Sacra Terra: Angelic Night,PC,2011,Puzzle,Avanquest,,,0,,,,,,
14365,Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Global A Entertainment,,0,0,0,,,,,
14369,Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0,,0,,,,,,
14623,101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,,0,0,0,,,,,
14668,Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0,0,,0,,,,,
14700,HotBrain,PSP,2007,Puzzle,Midway Games,,0,0,0,,,,,
15177,Mount & Blade,PC,2008,Role-Playing,Paradox Interactive,0,,0,0,,50.0,29,727.4999999999999,"48798067,119239620,26465134,23225650,30061970,60611062,55426012,75232211,48149238,42298912,86499586,86912006,130534025,43684632,26762388,47384303,103445207,65398650,47457723,11731710,72989129,76892907,12610800,79073449,102263723,150789931,69856757,59662830,249232725,79746085,86041729,58907890,242523654,97634356,45592640,96914675,10599862,101878879,48525807,42005897,157275758,66596291,46028967,52321307,107452765,11161178,99713453,30246419,132748085,70780053"
15305,Spider-Man 3,PC,2007,Platform,Activision,,0,0,0,,,,,
15417,Worms,X360,2007,Strategy,Microsoft Game Studios,0,,0,0,,19.0,1,0.5,"58931437,78309377,40212239,154230933,154230723,124725852,8585433,54310644,194854693,27279261,127335438,26762388,190900804,253044003,33622085,42061089,33865373,66950079,225048159"
15433,Heroes of the Pacific,PC,2005,Simulation,Codemasters,0,,0,0,,,,,
15654,Airline Tycoon,PC,2000,Simulation,Interplay,0,,0,0,,,,,
15715,Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,0,0,,0,,,,,
15767,Soul Eater: Monotone Princess,Wii,2008,Action,Square Enix,0,0,,0,,,,,
16120,Games Around the World,DS,2010,Misc,Zoo Games,,0,0,0,,,,,
16143,BlazBlue: Calamity Trigger,PC,2010,Fighting,PQube,0,,0,0,,,,,
16380,Fullmetal Alchemist: Trading Card Game,DS,2007,Misc,Destineer,,0,0,0,,,,,
16501,The Land Before Time: Into the Mysterious Beyond,GBA,2006,Platform,Game Factory,,0,0,0,,,,,
16520,Teenage Mutant Ninja Turtles,Wii,2007,Action,Konami Digital Entertainment,0,,0,0,,,,,
16597,Men in Black II: Alien Escape,GC,2003,Shooter,Infogrames,,0,0,0,,,,,
90,Pac-Man,2600,1982,Puzzle,Atari,,,0,,,,,,
301,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,,,,,4,,,,
532,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,0,0,,,,,,,
542,The Sims,PS2,2003,Simulation,Electronic Arts,,,0,,,,,,
610,Perfect Dark,N64,2000,Action,Nintendo,,,,,,,,,
682,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,,,,,,,,,
1123,Kinectimals,X360,2010,Simulation,Microsoft Game Studios,,,0,,,,,,
1400,Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,,,,,,,,,
1446,Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,1,,0,,,38.0,38,2598.1,"146145063,98463542,79319075,127311699,149920224,65754991,173434036,189858084,65398650,49893565,185258131,10218563,156565178,187463594,161816812,149143479,50818751,120237789,167013261,269437356,99264709,80189887,252044076,45411694,44314169,44472980,162214363,190191843,45974860,109715095,99077905,97614578,298950,114578751,72842694,50700418,115632831,17530772"
2049,Championship Manager 3,PC,2003,Sports,Eidos Interactive,0,,0,,,,,,
2176,World Championship Poker,PS2,2004,Misc,Play It,,,0,,,,,,
2358,Sleeping Dogs,X360,2012,Action,Square Enix,,,,,,104.0,85,1965.9,"1612666,105585767,48984158,71510748,78341587,30425578,55426012,35701646,122021564,36557643,20772968,13190476,113124720,31669242,72996988,57770056,94110492,11373749,60608576,50797633,10218563,49624770,49050405,69009454,76892907,12610800,28472068,118852041,90302081,202742019,77792512,62990992,64973908,110107925,975449,33013552,218918267,51557405,134839311,136403318,93275329,64023574,103371488,88493668,67579257,71777065,77214425,82287546,59382844,86732465,298950,103624897,53898495,112626210,81170946,39622853,155919035,23225650,50229934,33282871,154230723,10253354,9128105,26762388,88035166,91293844,65398650,24469287,37422528,68809194,71411882,33865373,63441290,56333620,69954842,23717586,18036199,92503355,86041729,42657809,7907686,122026623,23492094,87040683,108223505,24632218,170460109,44314169,61676491,111754806,109205612,11978743,10599862,32644336,84513749,53875128,272820556,72842694,48525807,11161178,86469479,107452765,17530772,30246419"
2695,MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,,,0,,,,,,
2750,Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,,,0,,,,,,
2931,Book of Spells,PS3,2012,Action,Sony Computer Entertainment,,,0,,,,,,
2933,Mafia,PS2,2004,Action,Illusion Softworks,,,0,,,11.0,4,34.6,"70995384,69856757,75155353,30519870,10253354,36557643,92914917,46028967,60210313,33865373,561758"
3110,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005,Misc,THQ,,,0,,,,,,
3241,Tony Hawk's American Wasteland,XB,2005,Sports,Activision,,,0,,,,,,
3450,Romancing SaGa,PS2,2005,Role-Playing,Square Enix,,,,,,,,,
3615,WWE 2K15,XOne,2014,Sports,Take-Two Interactive,,,0,,,5.0,5,144.6,"159800136,77214425,160427210,64514291,172518437"
4208,World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005,Sports,Konami Digital Entertainment,0,0,,0,,,,,
4343,Sega Rally Revo,X360,2007,Racing,Sega,,,0,,,,,,
4423,Van Helsing,PS2,2004,Action,Activision,,,0,,,,,,
4685,TERA,PC,N/A,Role-Playing,Unknown,,,0,,,223.0,118,2388.1,"39334748,58345543,215160630,289801262,304215530,130470206,110650041,259311761,256967415,239444411,161117453,48175931,201978799,76451157,19085114,239921853,237156166,244290943,267235316,131876863,238830374,161772384,124059151,159411437,235692659,163712958,118852041,62990992,203800963,107123140,48028873,110546460,183998097,197652539,195968966,171691017,165691348,24919113,239163602,279122638,186483761,94521606,148631188,139016142,138725344,251706843,77194239,194491088,132196353,241424434,101803777,154296520,238700575,184694766,181010210,112110682,195946569,283922576,81258000,75232211,120520430,242421974,20200395,295981434,57368001,211059621,206536991,280421462,126388107,213720494,281864662,200673341,165755355,235185723,170198088,232879561,170172944,181716896,207869089,302684420,212648189,237036035,174633348,234929278,81672131,286968172,131785763,162076421,76171050,295084996,245314153,164318687,87040683,258957437,101690993,240405101,104120883,158277459,170591712,216042414,260788360,99110207,2753525,247912887,151662395,248216340,92663477,288916596,252352661,42061089,90033155,254101561,201173206,165101762,128925610,271938268,244163929,198081354,92436417,172795625,102687513,277673224,160373639,204401529,245078207,99704390,196862501,89523414,185272838,202618978,60608576,25337857,218323237,71331921,155420511,79411077,82436907,91690667,163432200,102825821,274410276,201678836,228649481,119619506,88705345,46534663,142999522,106796307,196223620,138941587,238516802,236042442,286988428,239488605,273293320,264626784,67579257,181638799,127272741,216598286,215786295,38049880,53898495,153991478,282096494,123052194,79211079,199603191,266736356,153148942,33282871,112459307,246456527,150472108,89286594,239389313,182499490,92595907,239791382,152959594,252074145,210170887,214980969,170095814,297340487,184594362,102270213,191731084,102295765,166539261,27117407,121497634,264239828,283482222,108007732,233424343,57798235,104830836,128934005,170460109,39361297,220561138,267564972,111754806,117531196,94936385,277541086,200362041,192503967,273069628,304834885,221695617,211454678,293615878,284680706,102111851,101602586,115632831,44874005,96400571,285952666,171067153,65420540"
4901,LEGO Star Wars III: The Clone Wars,PSP,2011,Action,LucasArts,,,0,,,,,,
5064,Petz Rescue: Wildlife Vet,DS,2008,Simulation,Ubisoft,,0,0,,,,,,
5421,Zoo Tycoon (2013),XOne,2013,Simulation,Microsoft Game Studios,,,0,,,,,,
6055,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,1991,Role-Playing,Angel Studios,0,0,,0,,,,,
6135,Digimon Adventure: Anode Tamer,WS,1999,Role-Playing,Namco Bandai Games,0,0,,0,,,,,
6458,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Konami Digital Entertainment,0,0,,,,,,,
6491,Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,0,,,0,,,,,
6870,South Park: Chef's Luv Shack,N64,1999,Misc,Acclaim Entertainment,,,0,0,,,,,
6993,SingStar Pop Edition,PS3,2009,Misc,Sony Computer Entertainment,0,,0,,,,,,
7572,Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,,,0,,,5.0,2,15.899999999999999,"16084897,62990992,29753085,50818751,82686146"
7625,Super Robot Taisen 64,N64,1999,Strategy,Banpresto,0,0,,0,,,,,
7668,Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,,,,,,,,,
7914,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,,,0,,,,,,
9185,Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0,,0,,,,,,
9187,Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,,,0,,,,,,
9359,Pro Yaky? Spirits 6,PS2,2009,Sports,Konami Digital Entertainment,0,0,,0,,,,,
9729,Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0,,,,,,,,
9831,Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,,0,0,,,,,,
9847,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,0,0,,0,,,,,
9945,Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher,,,0,,,,,,
10090,Queen's Blade: Spiral Chaos,PSP,2009,Role-Playing,Namco Bandai Games,0,0,,0,,,,,
10150,The Fairly Odd Parents: Breakin Da Rules,XB,2003,Platform,THQ,,,0,0,,,,,
10258,Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,,,0,,,,,,
10341,Paws & Claws: Pet Resort,Wii,2009,Simulation,THQ,,0,0,,,,,,
10383,Robotics;Notes,PS3,2012,Adventure,5pb,0,0,,0,,,,,
10540,Blue Stinger,DC,1999,Adventure,Activision,0,0,,0,,,,,
10603,Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,,,0,,,,,,
11142,F1 2016 (Codemasters),XOne,2016,Racing,Codemasters,,,0,,,,,,
11266,Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,,,,,,,,,
11548,Wordfish,DS,2008,Puzzle,Ubisoft,,0,0,,,,,,
12003,NHL 2K9,Wii,2008,Sports,Take-Two Interactive,,0,0,,,,,,
12233,Streets of Rage 3,GEN,1993,Action,Sega,0,0,,0,,,,,
12454,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,,0,,,,,,
12491,Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0,0,,0,,,,,
13215,NBA 2K,DC,1999,Sports,Sega,0,0,,0,,,,,
13797,The Da Vinci Code,XB,2006,Action,Take-Two Interactive,,,0,0,,,,,
13863,Denki Blocks!,GBA,2001,Puzzle,Rage Software,,,0,0,,,,,
14089,Housekeeping,DS,N/A,Action,N/A,0,0,,0,,,,,
14235,Emma at the Farm,DS,2008,Adventure,Aspyr,,0,0,0,,,,,
14812,Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0,,0,0,,,,,
14925,Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype,0,0,,0,,,,,
15002,Wii de Asobu: Metroid Prime,Wii,N/A,Shooter,Nintendo,0,0,,0,,,,,
15615,The Crew: Wild Run,XOne,2015,Action,Ubisoft,0,,0,0,,,,,
16107,Barbie and Her Sisters Puppy Rescue,WiiU,2015,Action,Namco Bandai Games,0,,0,0,,,,,
16179,San-X Character Channel: All-Star Daishuugou!,DS,2008,Action,MTO,0,0,,0,,,,,
16193,Satisfashion,Wii,2010,Misc,Destineer,,0,0,0,,,,,
16451,Assassin's Creed Chronicles,XOne,2016,Action,Ubisoft,0,,0,0,,,,,
14,Wii Fit,Wii,2007,Sports,Nintendo,,,,,,,,,
102,Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,,,,,,,,,
132,Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,,,,,,,,,
243,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,,,,,,,,,
419,Madden NFL 16,PS4,2015,Sports,Electronic Arts,,,0,,,,,,
487,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,,,,,,,,,
808,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,,,0,,,,,,
844,Madden NFL 15,X360,2014,Sports,Electronic Arts,,,0,,,,,,
1070,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,,,0,,,,,,
1211,Resident Evil: The Umbrella Chronicles,Wii,2007,Action,Capcom,,,,,,,,,
1370,Fight Night Round 4,X360,2009,Fighting,Electronic Arts,,,0,,,,,,
1791,Rabbids Go Home,Wii,2009,Platform,Ubisoft,,,0,,,,,,
1852,The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,,,,,,,,,
2272,Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,,,,,,,,,
2282,Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,,,,,,,,,
2877,Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,,,,,,,,,
3137,Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,,,0,,,,,,
3996,Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,,0,0,,,,,,
4540,FIFA 14,Wii,2013,Sports,Electronic Arts,0,,0,,,,,,
4567,Juiced: Eliminator,PSP,2006,Racing,THQ,,,0,,,,,,
5012,Raving Rabbids: Travel in Time 3D,3DS,2011,Platform,Ubisoft,,,0,,,,,,
5548,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,2007,Misc,Rocket Company,0,0,,0,,,,,
5747,Panzer Dragoon II Zwei,SAT,1995,Shooter,Sega,0,0,,0,,,,,
5861,24: The Game,PS2,2006,Adventure,Sony Computer Entertainment,,,0,,,,,,
5865,Squinkies,DS,2011,Misc,Activision,,,0,,,,,,
5879,Toukiden Kiwami,PSV,2014,Action,Tecmo Koei,,,,,,,,,
6111,DeathSmiles,X360,2009,Shooter,Rising Star Games,,,,,,,,,
6133,Netsu Chu! Pro Yakyuu 2003,PS2,2003,Sports,Namco Bandai Games,0,0,,0,,,,,
6336,Sherlock Holmes: Crimes & Punishments,PS4,2014,Adventure,Focus Home Interactive,,,0,,,,,,
6511,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006,Misc,Konami Digital Entertainment,,,,,,,,,
6534,Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,,,0,,,,,,
6590,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016,Action,Nintendo,,,,,,,,,
6662,Just Dance Kids 2,PS3,2011,Misc,Ubisoft,,,0,,,,,,
6699,Scooby-Doo! Unmasked,PS2,2005,Platform,THQ,,,0,,,,,,
6750,Hasbro Family Game Night 3,PS3,2010,Misc,Electronic Arts,,,0,,,,,,
6783,That's So Raven: Psychic on the Scene,DS,2006,Adventure,Disney Interactive Studios,,0,0,,,,,,
6786,Panzer General,PS,1995,Strategy,Mindscape,,,0,,,,,,
6798,Bakugan: Battle Brawlers,X360,2009,Action,Activision,,,0,,,,,,
6904,XS Airboat Racing,PS,2002,Racing,XS Games,,,0,,,,,,
6914,My Street,PS2,2003,Misc,Sony Computer Entertainment,,,0,,,,,,
7035,Yu-Gi-Oh! GX: Duel Academy,GBA,2005,Misc,Konami Digital Entertainment,,,0,0,,,,,
7062,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016,Action,Square Enix,0,0,,0,,,,,
7724,Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,,,0,,,,,,
7985,SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,,,0,,,,,,
8012,Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,,,0,,,,,,
8256,Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,Action,Namco Bandai Games,0,0,,0,,,,,
8513,Tom and Jerry: Infurnal Escape,GBA,2003,Action,Ubisoft,,,0,0,,,,,
8560,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,Role-Playing,Banpresto,0,0,,0,,,,,
8644,Racing Lagoon,PS,1999,Racing,Square,0,0,,,,,,,
8649,Dragon's Lair Trilogy,Wii,2010,Adventure,Destineer,,0,0,,,,,,
8842,Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,,,0,,,,,,
8871,T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,,,0,,,,,,
9008,Pipe Dreams 3D,PS,2001,Puzzle,Empire Interactive,,,0,,,,,,
9020,Kung Fu Panda 2,Wii,2011,Action,THQ,,,0,,,,,,
9116,Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,,0,0,,,,,,
9169,Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,,,0,,,,,,
9385,Kurt Warner's Arena Football Unleashed,PS,2000,Sports,Midway Games,,,0,,,,,,
9435,Chuck E. Cheese's Game Room,DS,2010,Misc,UFO Interactive,,0,0,,,,,,
10191,Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,,,0,0,,,,,
10421,Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,,0,0,,,,,,
10508,Astro Boy: The Video Game,DS,2009,Action,D3Publisher,,0,0,,,,,,
10600,Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,,0,0,,,,,,
10688,Tales of Innocence R,PSV,2012,Role-Playing,Namco Bandai Games,0,0,,0,,,,,
10780,BIT.TRIP COMPLETE,Wii,2011,Misc,Rising Star Games,,,0,,,,,,
11198,My Make-Up,DS,2008,Misc,Oxygen Interactive,,0,0,,,,,,
11485,Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0,,0,,,,,,
12040,Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,,0,0,,,,,,
12155,Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,,,0,,,,,,
12355,Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,,,0,0,,,,,
12709,Mayhem 3D,PS3,2011,Racing,Evolved Games,,0,0,,,,,,
12735,Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007,Role-Playing,Tecmo Koei,0,0,,0,,,,,
13006,Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,,,0,,,,,,
13205,Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008,Adventure,Tecmo Koei,0,0,,0,,,,,
13343,SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,0,0,,0,,,,,
13525,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0,0,,0,,,,,
13774,Empire Earth III,PC,2007,Strategy,Vivendi Games,0,,0,,,,,,
13870,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0,0,,0,,,,,
14177,Diabolik Lovers: Dark Fate,PSV,2015,Action,Idea Factory,0,0,,0,,,,,
14210,Detective Conan: Phantom Rhapsody,3DS,2014,Action,Namco Bandai Games,0,0,,0,,,,,
14314,Silverlicious,DS,2012,Action,N/A,,0,0,0,,,,,
14434,MotorHead,PS,1998,Racing,Gremlin Interactive Ltd,,,0,0,,,,,
14470,Langrisser: Re:Incarnation Tensei,3DS,2015,Role-Playing,Extreme Entertainment Group,,0,,0,,,,,
14480,Shantae and the Pirate's Curse,3DS,2015,Platform,Intergrow,0,0,,0,,4.0,4,20.5,"116564064,175447188,88525821,198081354"
14630,Monsters vs. Aliens,PC,2009,Action,Activision,,,0,0,,,,,
15268,Whiteout,PS2,2002,Racing,Konami Digital Entertainment,,,0,0,,,,,
15372,The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation,0,0,,0,,,,,
15382,Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,,0,,,,,
15532,Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,,0,0,0,,,,,
15703,Monster High 13 Wishes,3DS,2013,Action,Little Orbit,0,,0,0,,,,,
15884,Kiss Bell,PSV,2014,Adventure,Giga,0,0,,0,,,,,
15924,Online Chess Kingdoms,PSP,2006,Misc,Konami Digital Entertainment,,0,0,0,,,,,
15934,Hummer Badlands,XB,2006,Racing,Global Star,,0,0,0,,,,,
16119,Tears to Tiara: Kakan no Daichi Portable,PSP,2010,Adventure,Aqua Plus,0,0,,0,,,,,
16257,Goku Makaimura Kai,PSP,2007,Platform,Capcom,0,0,,0,,,,,
16303,Tsuyo Kiss 3 Portable,PSP,2012,Action,NetRevo,0,0,,0,,,,,
16367,Tropico 3: Gold Edition,PC,2010,Strategy,Kalypso Media,0,,0,0,,,,,
335,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,,,,,,,,,
910,Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,,,,,,118.0,93,1941.4,"1612666,156426681,37827989,71510748,55426012,59536273,80239919,47384303,91807066,30440303,50797633,194670621,69009454,92914917,12610800,118852041,36791999,62990992,71888942,59005471,181476633,2259650,73564778,298950,116876958,42005897,77194239,154230933,148362155,178964139,30519870,100431715,20200395,9128105,43360645,47384202,24469287,136495026,8259307,33865373,63441290,22371742,81672131,86041729,10450544,113224251,150033540,34919318,44314169,57433226,142001340,11813637,10599862,99077905,11161178,42061089,107913460,92593907,40212239,154458931,21061921,13190476,20772968,86055705,25096601,85366890,205014771,171759125,6717871,28472068,22301321,102825821,62633395,64973908,975449,119619506,51557405,86540,57603447,161366228,44472980,114030647,67579257,77214425,103624897,7440594,89732768,39622853,40280688,10253354,11403772,26762388,88035166,65398650,13565651,273082868,46055854,71411882,79073449,162081645,161896440,23717586,80189887,122026623,54310644,99096740,61676491,123101539,163972488,144824885,81585721,94936385,32644336,131032344,53875128,86469479,107452765,17530772"
